,Unnamed: 0,source,review_id,review_date,review_description,rating,user_name,review_title,developer_response,developer_response_date,thumbs_up,laguage_code,country_code
96,601,App Store,2eefd93a-a8a0-4949-96c7-1df466a00233,2022-09-25,"I’ve always liked banking with Barclays. Although my main bank now is Monzo. Monzo is just so much more modern and you have things like flex and stuff. 
But I still have a current account with Barclays and I have a Barclay card which bith have been Amaxing over the years and I’ll continue to keep using",5,Paul111115637,Been a customer for about 10 years,,,,en,gb
97,602,App Store,b2714cda-4cb1-42c9-8c60-5a3b9fa7cd92,2022-12-04,"We have had a technical issue with our app for 4 months now. Despite promises that our problem is being looked into and following numerous visits to our local branch, phone calls and registering a complaint, nothing has been done. We cannot find ANYONE who is prepared to take ownership of the issue or indeed keep us informed and up to date with any progress (nothing has changed). We cannot use the app effectively and have to go through a long process just to use their services (something which was easy to do 4 months ago).",1,GrandmaLolly,No technical help whatsoever,,,,en,gb
98,603,App Store,cd45b1f3-01e4-44fc-83df-1749a7e21b4c,2022-10-25,You can add and pay a new payee in seconds but for some very strange reason you can’t delete them??  Every time I go to pay a regular payment to a friend and family member I have to trawl through a list of years old payees that we’re one offs. As people have changed bank accounts etc it makes the possibility of paying in error all the more likely. Infuriating and spoils what is otherwise an excellent app,3,CollyRambo,Would be 5 if only you could delete payees,,,,en,gb
99,605,App Store,999f88e6-a2a0-4ce0-89ae-d4f6bc3adf0d,2022-03-23,"Why has the spending tracker function been removed from the app? Tried the chat function to ask, thinking it was a glitch with my app, and was advised the bank have removed this function! I use this function all the time to manage my finances. Please reinstate this function. Called the complaints team to make a complaint today about they hadn't been advised, and the person I spoke to could still see it on their app!? But was really concerned about the possibility it might disappear overnight, as mine did. Please reinstate the spending tracker.. it is invaluable.",1,concerned re spend tracker,Spending tracker,"{'id': 28782893, 'body': 'Hi there. I am sorry to read you are disappointed with the absence of the spending feature. We will share your review with our app developers and provide an update shortly. Thanks AG', 'modified': '2022-03-25T14:15:52Z'}",,,en,gb
100,622,App Store,d2dd3d9b-9e2d-4222-a6d0-327e314b4c3f,2023-04-21,"If you just need to do instant fixes....such as money transfers, payments etc it’s a great tool for instant access. However, if you need to work with direct debits or standing orders it’s not ideal and you need to visit the main website. Sometimes certain things are not available for use and can be frustrating but all in all is quick and easy.",4,Quillsmum,When it works...it works well,,,,en,gb
101,623,App Store,b5d5775c-7b63-4157-870f-e2b928d88b9f,2023-04-20,Can you fix this apps notification issues coz when I turn it on and off for it to work it keeps going on error message and some times it sends notifications about payments some times it doesn’t it’s been like this for months and still doesn’t work perfectly all the time so please fix this asap!!!,4,Karbala1991,Notifications not working properly,,,,en,gb
102,624,App Store,672448e8-2903-4cd2-a997-6b48545aa7a8,2022-07-04,"I’ve used this app for years and overall it is very good but a recent update means if you are both a personal and business customer then you can only see the documents (statements etc) for one set of accounts, there’s no means to switch between them. I’m stuck with just my business files when, typically, the personal ones would be more convenient.",3,Lorddazz,No access to personal docs if also business customer,,,,en,gb
103,636,App Store,8194cee0-2a1d-4e9c-b76e-b91a7dd35351,2022-12-16,"I set up a payment to pay off a credit card to come out a week later and then set up a duplicate payment by mistake, so two payments have been made for the same amount on the same day. I would have thought the app could have told me that I had a pending payment to this payee when I went to set it up the second time.",4,Myaling,Would like a pending payment flag,,,,en,gb
104,638,App Store,e12da42b-dbe6-4a25-8985-23f2fd0750e1,2023-02-10,"Maybe it’s just me, since the reviews here are overwhelmingly positive. I’ve re-downloaded the app, but to no avail as the same features still don’t work. For example I’ve not been able to access my Blue Rewards for weeks now, and I always get the same message “Blue Rewards is offline while we fix a problem. Please try again later.” 

Also is the ‘products’ feature gone? I can’t find it anywhere on the app anymore. 

Any help would be much appreciated",2,17Jay17,Many features don’t work,,,,en,gb
105,639,App Store,ae841b0b-872f-405f-8b55-eea95a9c3906,2022-08-02,"Generally pleased with the app for basic functions, but some months ago the option to pay in cheques by scanning disappeared. The local bank ( now closing ) didn’t even know it had , and until I spoke to our business manager I wasn’t able to get an update . He confirmed that it was being upgraded , but so far ( 4 months later ) it still isn’t available. This is very inconvenient, particularly as the local branch is closing and the post office is not convenient.",2,Peter/B,Reduced functionality,,,,en,gb
106,649,App Store,1074bfb0-5d29-4d65-bd48-776eb7be1bf7,2023-03-24,"2 weeks ago there were two new features but they have now been removed. One allowed you to verify a new payee just using your passcode rather than card CVS & expiry date. Second feature was when paying the same person, you could make more payments with their fields being left filled from previous transaction. Both very handy for my business but now gone with no explanation?",3,LazyHazySummerDays,Where Have They Gone?,,,,en,gb
107,650,App Store,13fc7574-a1a0-4cd4-bf77-ca954c18d4ca,2022-11-12,"The only banking app that loses functions when “upgraded”. Deleted my previous savings goal, no option now available for this in app. Spent over an hour on “chat” (more like snail mail than chat - far too long for responses), reinstalled etc but lost more functions for “security” and can take four days to get them back. Bit rubbish really - Barclays should do better - they make enough money out of me to afford a decent developer and better staff training so I don’t end up wasting my time.",2,Pcn123,App downgrades,"{'id': 10729537, 'body': ""Sorry to hear about the issues you're facing, you can change your time-out settings on your phone to keep that open longer or you can make sure to tap the screen now and then to prevent the phone from auto-locking. \n\nI appreciate you should have had a response ASAP however the chat team may not be the best contact to report fraud, I would suggest calling the Fraud Team on 0345 050 4585 (24/7). -Jay "", 'modified': '2019-09-17T15:14:41Z'}",,,en,gb
